project,file_path,rule,n_alerts
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/evaluation/benchmarks/versicode/inference_utils/api_test_block_completion.py,LLM Temperature Not Explicitly Set(TNES),1
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/evaluation/benchmarks/versicode/inference_utils/api_test_block_completion.py,No Structured Output (NSO),1
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/evaluation/benchmarks/versicode/inference_utils/api_test_block_completion.py,No System Message (NSM),1
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/openhands/runtime/plugins/agent_skills/file_reader/file_readers.py,LLM Temperature Not Explicitly Set(TNES),2
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/openhands/runtime/plugins/agent_skills/file_reader/file_readers.py,No Structured Output (NSO),2
All-Hands-AI__OpenHands,/Users/bramss/Desktop/Extracted_Repo/All-Hands-AI__OpenHands/openhands/runtime/plugins/agent_skills/utils/config.py,LLM Temperature Not Explicitly Set(TNES),1
AntonOsika__gpt-engineer,/Users/bramss/Desktop/Extracted_Repo/AntonOsika__gpt-engineer/docs/examples/open_llms/langchain_interface.py,Unbounded Max Metrics (UMM),1
AntonOsika__gpt-engineer,/Users/bramss/Desktop/Extracted_Repo/AntonOsika__gpt-engineer/docs/examples/open_llms/openai_api_interface.py,LLM Temperature Not Explicitly Set(TNES),1
AntonOsika__gpt-engineer,/Users/bramss/Desktop/Extracted_Repo/AntonOsika__gpt-engineer/docs/examples/open_llms/openai_api_interface.py,No Structured Output (NSO),1
AntonOsika__gpt-engineer,/Users/bramss/Desktop/Extracted_Repo/AntonOsika__gpt-engineer/docs/examples/open_llms/openai_api_interface.py,No System Message (NSM),1
AntonOsika__gpt-engineer,/Users/bramss/Desktop/Extracted_Repo/AntonOsika__gpt-engineer/gpt_engineer/core/ai.py,Unbounded Max Metrics (UMM),2
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/anthropic_source.py,LLM Temperature Not Explicitly Set(TNES),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/anthropic_source.py,No Structured Output (NSO),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/anthropic_source.py,Unbounded Max Metrics (UMM),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/gemini_source.py,LLM Temperature Not Explicitly Set(TNES),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/gemini_source.py,Unbounded Max Metrics (UMM),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/gemini_tts_source.py,LLM Temperature Not Explicitly Set(TNES),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/gemini_tts_source.py,Unbounded Max Metrics (UMM),1
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/openai_source.py,LLM Temperature Not Explicitly Set(TNES),2
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/openai_source.py,No Structured Output (NSO),2
AstrBotDevs__AstrBot,/Users/bramss/Desktop/Extracted_Repo/AstrBotDevs__AstrBot/astrbot/core/provider/sources/openai_source.py,Unbounded Max Metrics (UMM),2
Azure-Samples__azure-search-openai-demo,/Users/bramss/Desktop/Extracted_Repo/Azure-Samples__azure-search-openai-demo/app/backend/approaches/approach.py,No Structured Output (NSO),1
Azure-Samples__azure-search-openai-demo,/Users/bramss/Desktop/Extracted_Repo/Azure-Samples__azure-search-openai-demo/app/backend/approaches/approach.py,No System Message (NSM),1
Azure-Samples__azure-search-openai-demo,/Users/bramss/Desktop/Extracted_Repo/Azure-Samples__azure-search-openai-demo/app/backend/prepdocslib/mediadescriber.py,LLM Temperature Not Explicitly Set(TNES),1
Azure-Samples__azure-search-openai-demo,/Users/bramss/Desktop/Extracted_Repo/Azure-Samples__azure-search-openai-demo/app/backend/prepdocslib/mediadescriber.py,No Structured Output (NSO),1
BillSchumacher__Auto-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/BillSchumacher__Auto-GPT/autogpt/api_manager.py,No Structured Output (NSO),2
BillSchumacher__Auto-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/BillSchumacher__Auto-GPT/autogpt/api_manager.py,No System Message (NSM),1
BlinkDL__RWKV-LM,/Users/bramss/Desktop/Extracted_Repo/BlinkDL__RWKV-LM/RWKV-v7/rwkv_mmlu_eval.py,No Model Version Pinning (NMVP),2
Byaidu__PDFMathTranslate,/Users/bramss/Desktop/Extracted_Repo/Byaidu__PDFMathTranslate/pdf2zh/translator.py,LLM Temperature Not Explicitly Set(TNES),5
Byaidu__PDFMathTranslate,/Users/bramss/Desktop/Extracted_Repo/Byaidu__PDFMathTranslate/pdf2zh/translator.py,No Structured Output (NSO),4
Byaidu__PDFMathTranslate,/Users/bramss/Desktop/Extracted_Repo/Byaidu__PDFMathTranslate/pdf2zh/translator.py,No System Message (NSM),1
Byaidu__PDFMathTranslate,/Users/bramss/Desktop/Extracted_Repo/Byaidu__PDFMathTranslate/pdf2zh/translator.py,Unbounded Max Metrics (UMM),5
CloudDevStudios__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/CloudDevStudios__Agent-LLM/provider/openai.py,No Structured Output (NSO),2
CloudDevStudios__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/CloudDevStudios__Agent-LLM/provider/openai.py,No System Message (NSM),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,LLM Temperature Not Explicitly Set(TNES),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No Model Version Pinning (NMVP),2
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No Structured Output (NSO),2
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No System Message (NSM),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,Unbounded Max Metrics (UMM),1
EleutherAI__gpt-neox,/Users/bramss/Desktop/Extracted_Repo/EleutherAI__gpt-neox/post-training/dpo_data.py,No Model Version Pinning (NMVP),1
EleutherAI__gpt-neox,/Users/bramss/Desktop/Extracted_Repo/EleutherAI__gpt-neox/post-training/online_data_example_llama3.py,No Model Version Pinning (NMVP),1
EleutherAI__gpt-neox,/Users/bramss/Desktop/Extracted_Repo/EleutherAI__gpt-neox/tools/ckpts/convert_hf_llama_to_neox.py,No Model Version Pinning (NMVP),2
EleutherAI__gpt-neox,/Users/bramss/Desktop/Extracted_Repo/EleutherAI__gpt-neox/tools/ckpts/convert_neox_to_hf.py,No Model Version Pinning (NMVP),1
EleutherAI__gpt-neox,/Users/bramss/Desktop/Extracted_Repo/EleutherAI__gpt-neox/tools/datasets/preprocess_data_with_chat_template.py,No Model Version Pinning (NMVP),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/chatglm_server.py,No Model Version Pinning (NMVP),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi.py,No Structured Output (NSO),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi.py,No System Message (NSM),1
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi_zh.py,No Structured Output (NSO),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi_zh.py,No System Message (NSM),1
ExpressGit__langchain-ChatGLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/ExpressGit__langchain-ChatGLM/models/loader/loader.py,No Model Version Pinning (NMVP),2
FOLLGAD__Godmode-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/FOLLGAD__Godmode-GPT/autogpt/llm/api_manager.py,No Structured Output (NSO),2
FOLLGAD__Godmode-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/FOLLGAD__Godmode-GPT/autogpt/llm/api_manager.py,No System Message (NSM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/ChatGLM.py,No Model Version Pinning (NMVP),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/ChuanhuAgent.py,LLM Temperature Not Explicitly Set(TNES),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/ChuanhuAgent.py,Unbounded Max Metrics (UMM),5
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Claude.py,LLM Temperature Not Explicitly Set(TNES),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Claude.py,No Structured Output (NSO),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/GoogleGemma.py,No Model Version Pinning (NMVP),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Groq.py,LLM Temperature Not Explicitly Set(TNES),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Groq.py,No Structured Output (NSO),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Groq.py,No System Message (NSM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Groq.py,Unbounded Max Metrics (UMM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/OpenAIInstruct.py,LLM Temperature Not Explicitly Set(TNES),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/OpenAIInstruct.py,Unbounded Max Metrics (UMM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/Qwen.py,No Model Version Pinning (NMVP),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/StableLM.py,LLM Temperature Not Explicitly Set(TNES),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/StableLM.py,No Model Version Pinning (NMVP),2
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/StableLM.py,Unbounded Max Metrics (UMM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/base_model.py,LLM Temperature Not Explicitly Set(TNES),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/models/base_model.py,Unbounded Max Metrics (UMM),1
GaiZhenbiao__ChuanhuChatGPT,/Users/bramss/Desktop/Extracted_Repo/GaiZhenbiao__ChuanhuChatGPT/modules/train_func.py,LLM Temperature Not Explicitly Set(TNES),1
Gamma-Software__AppifyAi,/Users/bramss/Desktop/Extracted_Repo_ICSE/Gamma-Software__AppifyAi/generative_app/core/chains/llm.py,Unbounded Max Metrics (UMM),3
Haste171__langchain-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/Haste171__langchain-chatbot/streamlit.py,Unbounded Max Metrics (UMM),1
Haste171__langchain-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/Haste171__langchain-chatbot/utils/query.py,Unbounded Max Metrics (UMM),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/interface/restful/test_restful_chat_func.py,LLM Temperature Not Explicitly Set(TNES),37
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/interface/restful/test_restful_chat_func.py,No Model Version Pinning (NMVP),2
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/interface/restful/test_restful_chat_func.py,No Structured Output (NSO),38
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/interface/restful/test_restful_chat_func.py,No System Message (NSM),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/interface/restful/test_restful_chat_func.py,Unbounded Max Metrics (UMM),27
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/utils/run_restful_chat.py,LLM Temperature Not Explicitly Set(TNES),4
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/utils/run_restful_chat.py,No Structured Output (NSO),10
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/utils/run_restful_chat.py,No System Message (NSM),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/autotest/utils/run_restful_chat.py,Unbounded Max Metrics (UMM),10
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/benchmark/benchmark_decode.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/benchmark/benchmark_serving.py,LLM Temperature Not Explicitly Set(TNES),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/benchmark/profile_pipeline_api.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/benchmark/profile_restful_api.py,No Model Version Pinning (NMVP),2
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/lite/apis/calibrate.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/lite/apis/gptq.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/lite/utils/load.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/model.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/tokenizer.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/turbomind/deploy/target_model/base.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/base.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/cogvlm.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/deepseek.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/glm4_v.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/internvl.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/model/phi3_vision.py,No Model Version Pinning (NMVP),1
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/lmdeploy/vl/tools/merge_xcomposer2d5_task.py,No Model Version Pinning (NMVP),2
InternLM__lmdeploy,/Users/bramss/Desktop/Extracted_Repo/InternLM__lmdeploy/tests/test_lmdeploy/test_model.py,No Model Version Pinning (NMVP),4
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/models/create_model_cards.py,No Model Version Pinning (NMVP),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/spaces/demo/app.py,No Model Version Pinning (NMVP),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/create_data.py,No Model Version Pinning (NMVP),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,LLM Temperature Not Explicitly Set(TNES),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,No Structured Output (NSO),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,Unbounded Max Metrics (UMM),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gpt_langchain.py,LLM Temperature Not Explicitly Set(TNES),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gpt_langchain.py,Unbounded Max Metrics (UMM),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_eval_models.py,No Model Version Pinning (NMVP),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_langchain_simple.py,LLM Temperature Not Explicitly Set(TNES),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_langchain_simple.py,Unbounded Max Metrics (UMM),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_long_context.py,No Model Version Pinning (NMVP),5
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_pipeline.py,No Model Version Pinning (NMVP),6
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_tokenizer.py,No Model Version Pinning (NMVP),2
Josh-XT__AGiXT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Josh-XT__AGiXT/provider/openai.py,No Structured Output (NSO),2
Josh-XT__AGiXT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Josh-XT__AGiXT/provider/openai.py,No System Message (NSM),1
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/examples/chat_gradio.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/examples/chat_gradio_no_merge.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/examples/llama2_for_langchain.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/inference-speed/GPU/TensorRT-LLM_example/utils.py,No Model Version Pinning (NMVP),1
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/scripts/api/accelerate_server.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/train/merge_peft_model/merge_muilt_peft_adapter.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/train/merge_peft_model/merge_peft_adapter.py,No Model Version Pinning (NMVP),3
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/train/pretrain/pretrain_clm.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/train/sft/finetune_clm.py,No Model Version Pinning (NMVP),2
LlamaFamily__Llama-Chinese,/Users/bramss/Desktop/Extracted_Repo/LlamaFamily__Llama-Chinese/train/sft/finetune_clm_lora.py,No Model Version Pinning (NMVP),2
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_openai.py,LLM Temperature Not Explicitly Set(TNES),1
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_openai.py,No Structured Output (NSO),1
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_openai.py,No System Message (NSM),1
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_openai.py,Unbounded Max Metrics (UMM),1
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_textgeneration.py,LLM Temperature Not Explicitly Set(TNES),1
MaartenGr__BERTopic,/Users/bramss/Desktop/Extracted_Repo/MaartenGr__BERTopic/bertopic/representation/_textgeneration.py,Unbounded Max Metrics (UMM),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/examples/inference/llama_mistral/huggingface_reference.py,No Model Version Pinning (NMVP),2
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/examples/mimo/avlm_inference.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/examples/multimodal/model_converter/internvit_converter.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/examples/multimodal/model_converter/vision_model_tester.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/megatron/core/models/huggingface/clip_model.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/megatron/core/models/huggingface/module.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/megatron/core/tokenizers/text/libraries/huggingface_tokenizer.py,No Model Version Pinning (NMVP),3
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/megatron/rl/inference/chat_templates.py,No Model Version Pinning (NMVP),1
NVIDIA__Megatron-LM,/Users/bramss/Desktop/Extracted_Repo/NVIDIA__Megatron-LM/tools/checkpoint/loader_llama_mistral.py,No Model Version Pinning (NMVP),1
OpenRLHF__OpenRLHF,/Users/bramss/Desktop/Extracted_Repo/OpenRLHF__OpenRLHF/openrlhf/cli/batch_inference.py,No Model Version Pinning (NMVP),1
OpenRLHF__OpenRLHF,/Users/bramss/Desktop/Extracted_Repo/OpenRLHF__OpenRLHF/openrlhf/cli/lora_combiner.py,No Model Version Pinning (NMVP),1
OpenRLHF__OpenRLHF,/Users/bramss/Desktop/Extracted_Repo/OpenRLHF__OpenRLHF/openrlhf/utils/utils.py,No Model Version Pinning (NMVP),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/evaluate.py,No Model Version Pinning (NMVP),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/evaluate.py,No Structured Output (NSO),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/evaluate.py,No System Message (NSM),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/evaluate.py,Unbounded Max Metrics (UMM),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/config.py,LLM Temperature Not Explicitly Set(TNES),2
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/config.py,No Model Version Pinning (NMVP),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/models/apis.py,LLM Temperature Not Explicitly Set(TNES),9
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/models/apis.py,No Model Version Pinning (NMVP),6
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/models/apis.py,No Structured Output (NSO),8
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/models/apis.py,No System Message (NSM),1
OthersideAI__self-operating-computer,/Users/bramss/Desktop/Extracted_Repo/OthersideAI__self-operating-computer/operate/models/apis.py,Unbounded Max Metrics (UMM),7
QuivrHQ__quivr,/Users/bramss/Desktop/Extracted_Repo/QuivrHQ__quivr/core/quivr_core/llm/llm_endpoint.py,No Model Version Pinning (NMVP),1
QuivrHQ__quivr,/Users/bramss/Desktop/Extracted_Repo/QuivrHQ__quivr/core/quivr_core/llm/llm_endpoint.py,Unbounded Max Metrics (UMM),2
QuivrHQ__quivr,/Users/bramss/Desktop/Extracted_Repo/QuivrHQ__quivr/examples/simple_question_megaparse.py,LLM Temperature Not Explicitly Set(TNES),1
